,name,link,title,image,desc
240," Jill Scott
",https://www.imdb.com/name/nm0779325/,Actress|Madea's Family Reunion,"https://m.media-amazon.com/images/M/MV5BNDM2MDIzMzAxNV5BMl5BanBnXkFtZTcwNTQ1NDg1OA@@._V1_UY209_CR5,0,140,209_AL_.jpg","
Three-time Grammy Award-winning singer-songwriter, New York Times best-selling poet, and critically acclaimed actor are only a few titles held by Jill Scott. Before having the #1 album in the country with ""The Light of The Sun"", performing at The White House, being named People Magazine's Top TV ...                "
241," Tempestt Bledsoe
",https://www.imdb.com/name/nm0088144/,Actress|Why Did I Get Married?,"https://m.media-amazon.com/images/M/MV5BNTYxNDUyOTc0NV5BMl5BanBnXkFtZTcwOTY1MDIyOA@@._V1_UY209_CR87,0,140,209_AL_.jpg","
Tempestt Bledsoe was born on August 1, 1973 in Chicago, Illinois, USA. She is an actress, known for The Cosby Show (1984), ParaNorman (2012) and N-Secure (2010).                "
242," Sheryl Lee Ralph
",https://www.imdb.com/name/nm0005336/,Actress|The Cosby Show,"https://m.media-amazon.com/images/M/MV5BMjIxMTUzNjcwM15BMl5BanBnXkFtZTcwNzM1MTU0Nw@@._V1_UY209_CR9,0,140,209_AL_.jpg","
Sheryl Lee Ralph was born December 30, 1956 in Waterbury, Connecticut, USA. She is known for her roles in Moesha (1996), Its A Living (1980), and Instant Mom (2013). Her Career Began in the late 1970s. She has been Married to Vincent Hughes since July 30, 2005 a Pennsylvania state senator. She was ...                "
243," Robinne Lee
",https://www.imdb.com/name/nm0498146/,Actress|Oliver & Company,"https://m.media-amazon.com/images/M/MV5BY2RkYTNjZWMtZmRhYy00Zjk2LWI4MGMtMTM0MDMwYTdjMTNjXkEyXkFqcGdeQXVyMDk0MjIxNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg","
Robinne Lee (born July 16, 1974) is an American actress and author. She made her screen debut in the 1997 independent film Hav Plenty, and later has appeared in films National Security (2003), Deliver Us from Eva (2003), Hitch (2005), Seven Pounds (2008), Fifty Shades Darker (2017), and Fifty ...                "
244," A.J. Johnson
",https://www.imdb.com/name/nm0424458/,Actress|Hitch,"https://m.media-amazon.com/images/M/MV5BMTY0NjMwMzA0Ml5BMl5BanBnXkFtZTYwNzA2MDE0._V1_UX140_CR0,0,140,209_AL_.jpg","
A.J. Johnson was born on September 3, 1963 in Orange, New Jersey, USA. She is an actress and producer, known for Baby Boy (2001), House Party (1990) and Dying Young (1991).                "
245," Leslie Segar
",https://www.imdb.com/name/nm0781919/,Actress|Baby Boy,https://m.media-amazon.com/images/S/sash/9FayPGLPcrscMjU.png,"
Leslie Segar was born in New York City, New York, USA. She is known for Who's the Man? (1993), 3 A.M. (2001) and Hav Plenty (1997).                "
246," Valarie Pettiford
",https://www.imdb.com/name/nm0678656/,Actress|Who's the Man?,"https://m.media-amazon.com/images/M/MV5BMTNiMjI5ZmQtYjQ2My00ZGYzLWJjY2YtMjk2ZDAxYzFiNzI0XkEyXkFqcGdeQXVyMjM3NTIzMzM@._V1_UY209_CR5,0,140,209_AL_.jpg","
Valarie Pettiford's career glitters like the lights on Broadway. An award-winning triple-threat, Valarie has worked with some of the biggest names in entertainment, but has never let her brushes with fame go to her head. Although some would argue that she is a celebrity in her own right, Valarie is...                "
247," S. Epatha Merkerson
",https://www.imdb.com/name/nm0580924/,Actress|Half & Half,"https://m.media-amazon.com/images/M/MV5BMTcwNTE0NjU4MF5BMl5BanBnXkFtZTcwNzI4MTM1NQ@@._V1_UY209_CR65,0,140,209_AL_.jpg","
A native of Michigan, S. Epatha Merkerson earned a Bachelor of Fine Arts Degree from Wayne State University. In 1978, she moved to New York City to apply her craft on stage. Although best known since 1993 as the smart and shrewd Lieutenant Anita Van Buren on the long-running TV crime drama Law &amp...                "
248," Theresa Randle
",https://www.imdb.com/name/nm0005337/,Actress|Law & Order,"https://m.media-amazon.com/images/M/MV5BMTQ2NTgyMjA1N15BMl5BanBnXkFtZTYwMTg5ODI3._V1_UX140_CR0,0,140,209_AL_.jpg","
Born in Los Angeles in 1964, Theresa Randle began her performing career by studying dance (traditional, modern, jazz) and comedy. She entered Beverly Hills High School, with a special program for the exceptionally gifted. At the end of college she earned her first role at the Los Angeles Inner City...                "
249," Monique Dupree
",https://www.imdb.com/name/nm2374082/,Actress|Bad Boys,"https://m.media-amazon.com/images/M/MV5BYjNkYTg3OTAtNTliZC00NTZkLWI3ZTUtNDhhYTRiY2U5NTFjXkEyXkFqcGdeQXVyMTI1OTQxNDkz._V1_UY209_CR11,0,140,209_AL_.jpg","
Newark, New Jersey native, Monique Dupree, also known by the title Tha True Original Gata and in some circles is referred to affectionately as The First Black Scream Queen. She has done independent horror films, fetish, comic-book, catalog and/or alternative modeling, local and national reality ...                "
250," La Rivers
",https://www.imdb.com/name/nm2230999/,Actress|No Strings 2: Playtime in Hell,"https://m.media-amazon.com/images/M/MV5BOTg3MDgwNDEtOGVlMi00YzQyLTk0ZTAtMWY1NzVmMDIyOWM2XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR87,0,140,209_AL_.jpg","
La Rivers is known for Brooklyn.Blue.Sky (2017), Brooklynification (2016) and Equal Standard (2020).                "
251," Carol Commissiong
",https://www.imdb.com/name/nm1171834/,Actress|Brooklyn.Blue.Sky,https://m.media-amazon.com/images/S/sash/9FayPGLPcrscMjU.png,"
Carol Commissiong was born on the beautiful island of Jamaica, West Indies. She moved to America with her family when she was 11 years old. She grew up in New York City, where she attended junior high school, high school and The American Academy of Dramatic Arts. Carol is constantly trying to ...                "
252," Angela Frye
",https://www.imdb.com/name/nm0296837/,Actress|Unforgettable,"https://m.media-amazon.com/images/M/MV5BMzc0NDk0OTYwM15BMl5BanBnXkFtZTcwMjI2MjYyMQ@@._V1_UY209_CR12,0,140,209_AL_.jpg","
Angela Frye was born on April 10, 1963 in New York City, New York, USA. She is an actress, known for Velvet Goldmine (1998) and After Hours Happy Hour (1999).                "
253," Tenisha Torres
",https://www.imdb.com/name/nm2344739/,Velvet Goldmine,"https://m.media-amazon.com/images/M/MV5BNjg4OTQxOTMyN15BMl5BanBnXkFtZTgwNjM3MTA2MTE@._V1_UY209_CR52,0,140,209_AL_.jpg","
Tenisha Torres is known for L.A. Proper (2007), Law & Order (1990) and Sawaru (2006).                "
254," Tracie Thoms
",https://www.imdb.com/name/nm1139632/,Actress|L.A. Proper,"https://m.media-amazon.com/images/M/MV5BMTM3OTk5Nzc2OF5BMl5BanBnXkFtZTcwMjEyODUzNg@@._V1_UX140_CR0,0,140,209_AL_.jpg","
Tracie Thoms has had wide-ranging success in film, television and theatre throughout her busy career.Tracie's currently a series regular opposite Oscar winner Octavia Spencer on the Apple series, Truth Be Told, while at the same time recurring on Fox's 9-1-1 and ABC's Station 19.Tracie realized a ...                "
255," Heather Simms
",https://www.imdb.com/name/nm0799967/,Actress|Rent,"https://m.media-amazon.com/images/M/MV5BYmE1NmQwMjQtYjExYi00YjUwLTlmYzAtMzM0MjZlNDRhNjE2XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg","
Heather Simms was born in Hartford, Connecticut, USA. She is an actress, known for The Nanny Diaries (2007), Broken Flowers (2005) and Red Hook Summer (2012).                "
256," Adepero Oduye
",https://www.imdb.com/name/nm1323822/,Actress|The Nanny Diaries,"https://m.media-amazon.com/images/M/MV5BMTM5NDA1ODI1OV5BMl5BanBnXkFtZTcwMTgwNjIzMQ@@._V1_UY209_CR17,0,140,209_AL_.jpg","
Adepero Oduye hails from Brooklyn, New York City by way of Nigeria. She is a graduate of Cornell University; and has studied acting with Wynn Handman, Austin Pendleton, and Susan Batson. Her name is pronounced ""Add-eh-pair-o Oh-due-yay.""Her theatre credits include Danai Gurira's play Eclipsed, at ...                "
257," Miriam A. Hyman
",https://www.imdb.com/name/nm1974540/,Actress|Pariah,"https://m.media-amazon.com/images/M/MV5BOWEwMGY4MDAtNTlkMi00NDc1LWIwNmUtMDViNTdmMTliNzRlXkEyXkFqcGdeQXVyMTgzNjgyODU@._V1_UY209_CR3,0,140,209_AL_.jpg","
From bringing diverse, powerful characters to life on the screen and stage, to writing and recording brazen, vulnerable hip-hop lyrics, award-winning actor and lyricist Miriam A. Hyman aka Robyn Hood has emerged in the entertainment industry as a powerful force to be reckoned with. Born in ...                "
258," Monique Lea-Gall
",https://www.imdb.com/name/nm1556506/,Actress|The Chi,"https://m.media-amazon.com/images/M/MV5BOWQwOTJjZjMtMWZiNS00Y2E1LTkxMTEtNjFhZmNkMGJiZTQyXkEyXkFqcGdeQXVyMTA4NzY3NTE2._V1_UY209_CR14,0,140,209_AL_.jpg","
Monique Gall was born in Brooklyn New York, as a baby till the age of 4 years old grew up in Panama. When Monique returned to the United States she only spoke Spanish but as she attended grade school English became her second language. Monique's parents are Panamanian and Jamaican decent.Monique ...                "
259," Paula Rittie
",https://www.imdb.com/name/nm1993363/,Actress|9-1-1,"https://m.media-amazon.com/images/M/MV5BYzU5YjRlNDktNTM2Ni00ZmVmLThmOGYtOWI3YTE3ZmJiMTY3XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg","
Paula Rittie is known for Law & Order: Criminal Intent (2001), Allie & Obie (2018) and Law & Order (1990).                "
260," Sally Stewart
",https://www.imdb.com/name/nm2003781/,Actress|Law & Order: Criminal Intent,"https://m.media-amazon.com/images/M/MV5BY2VhMjI5NWUtMWNiZC00ZjFlLTliZmUtNzFlYmI1MzcyNmMzXkEyXkFqcGdeQXVyNTUxMzY3NTc@._V1_UY209_CR10,0,140,209_AL_.jpg","
Sally's talent has been described as big. She has deep emotional range, which she exhibited to standing ovations while playing ""Rose"" in ""Fences"" directed by the late Broadway director Marion McClinton. After watching her on stage Uta Hagen got up from her chair, stopped and praised her for the ...                "
261," Paula Newsome
",https://www.imdb.com/name/nm0628420/,Actress|Bull,"https://m.media-amazon.com/images/M/MV5BMzhhYWYwODMtMzg3Ny00MGMzLThkYzEtZDM3M2I2NDU5M2Y4XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR44,0,140,209_AL_.jpg","
Paula Newsome is an American actress. In 2021, she appeared in the crime television series CSI: Vegas, as well as the Marvel Cinematic Universe film Spider-Man: No Way Home. Newsome grew up in Chicago and is a graduate of Morgan Park Academy. She received a bachelor's degree from Webster ...                "
262," Joyce Lee
",https://www.imdb.com/name/nm0497607/,Actress|Guess Who,"https://m.media-amazon.com/images/M/MV5BMTgxMzU5NjUwN15BMl5BanBnXkFtZTgwNTAzMDY2MjE@._V1_UY209_CR69,0,140,209_AL_.jpg","
Joyce Lee is known for Law & Order (1990), The Young and the Restless (1973) and Cold Case (2003).                "
263," Kimberly Hebert Gregory
",https://www.imdb.com/name/nm2554997/,Actress|Law & Order,"https://m.media-amazon.com/images/M/MV5BNzVjOWUwY2QtYmFjYy00ZjU2LWI0NjMtM2JiMGQ5NmUwZmE0XkEyXkFqcGdeQXVyMjM1NjM2OTQ@._V1_UY209_CR8,0,140,209_AL_.jpg","
Kimberly Hebert Gregory was born in Houston, Texas, USA. She is known for Five Feet Apart (2019), Two and a Half Men (2003) and Red Hook Summer (2012). She is married to Gregory. They have one child.                "
264," Tracey Leigh
",https://www.imdb.com/name/nm1876918/,Actress|Five Feet Apart,"https://m.media-amazon.com/images/M/MV5BMjA1NDQ0MDk0NF5BMl5BanBnXkFtZTcwODQyMjIzMQ@@._V1_UX140_CR0,0,140,209_AL_.jpg","
Tracey Leigh is known for 3 from Hell (2019), Criminal Minds (2005) and Grey's Anatomy (2005).                "
265," Wanda Sykes
",https://www.imdb.com/name/nm0843100/,Actress|3 from Hell,"https://m.media-amazon.com/images/M/MV5BMTkwNTUxNzYyNV5BMl5BanBnXkFtZTcwNzgyNjQ3MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg","
Wanda Sykes has been called one of the funniest stand-up comics by her peers and ranks among Entertainment Weekly's 25 Funniest People in America. Her smart-witted stand-up has sent her career in many different areas.She was previously seen in Comedy Central's Wanda Does It (2004), where she tried ...                "
266," Parris Nicole
",https://www.imdb.com/name/nm3019163/,Actress|Monster-in-Law,https://m.media-amazon.com/images/S/sash/9FayPGLPcrscMjU.png,"
Parris Nicole is known for Law & Order: Special Victims Unit (1999) and Law & Order (1990).                "
267," Kelsie Morales
",https://www.imdb.com/name/nm1508866/,Actor|Law & Order: Special Victims Unit,"https://m.media-amazon.com/images/M/MV5BNzIzOTY0MTg0MF5BMl5BanBnXkFtZTcwMzM1NzAzMQ@@._V1_UX140_CR0,0,140,209_AL_.jpg","
Kelsie Morales is known for Sunset Park High (1996), Law & Order (1990) and Pleasant Dreams (2008).                "
268," Tammi Clayton
",https://www.imdb.com/name/nm5956048/,Actress|Sunset Park High,https://m.media-amazon.com/images/S/sash/9FayPGLPcrscMjU.png,"
Tammi Clayton is known for Law & Order (1990), End Conversion Therapy (2018) and The Baby Games (2019).                "
269," Phyllis Johnson
",https://www.imdb.com/name/nm1828099/,Actress|Law & Order,"https://m.media-amazon.com/images/M/MV5BZGZjNTViNjQtOWYwMy00YWMyLTg1ZWUtODZiZmRhNjFmZjlmXkEyXkFqcGdeQXVyMTExNzI2OTc@._V1_UY209_CR13,0,140,209_AL_.jpg","
Phyllis Johnson is known for Salt (2010), American Assassin (2017) and Man of the Year (2006).                "
270," Robin Miles
",https://www.imdb.com/name/nm0587223/,Salt,"https://m.media-amazon.com/images/M/MV5BMjQ1NDg3MzAxNl5BMl5BanBnXkFtZTgwOTA2NjYyOTE@._V1_UX140_CR0,0,140,209_AL_.jpg","
Robin Miles is known for Murder by Numbers (2002), Law & Order (1990) and The Last Days of Disco (1998).                "
271," Ayo Haynes
",https://www.imdb.com/name/nm0371416/,Murder by Numbers,"https://m.media-amazon.com/images/M/MV5BMTQyNDM5MzU5Ml5BMl5BanBnXkFtZTcwOTQ4NjYyMQ@@._V1_UY209_CR4,0,140,209_AL_.jpg","
Ayo Haynes is known for Lost Souls (2000), Celebrity Deathmatch (1998) and Law & Order (1990).                "
272," Mary Alice
",https://www.imdb.com/name/nm0019569/,Actress|Lost Souls,"https://m.media-amazon.com/images/M/MV5BMTYwMTI4MTM2Nl5BMl5BanBnXkFtZTcwMDU1MDk5Nw@@._V1_UY209_CR11,0,140,209_AL_.jpg","
Mary Alice was born on December 3, 1936 in Indianola, Mississippi, USA. She was an actress, known for The Matrix Revolutions (2003), Awakenings (1990) and Malcolm X (1992). She died on July 27, 2022 in Manhattan, New York City, New York, USA.                "
273," Michelle Hurd
",https://www.imdb.com/name/nm0403335/,Actress|The Matrix Revolutions,"https://m.media-amazon.com/images/M/MV5BMDYzOTVjYjctNzYwMS00MmQ4LTkxMjAtZDJjN2JlMWU1N2U0XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR73,0,140,209_AL_.jpg","
Michelle Hurd was born in New York City, New York, USA. Michelle is an actor, known for Blindspot (2015), Star Trek: Picard (2020) and The Glades (2010). Michelle has been married to Garret Dillahunt since July 6, 2007.                "
274," Amber Kain
",https://www.imdb.com/name/nm0435063/,Actress|Blindspot,https://m.media-amazon.com/images/S/sash/9FayPGLPcrscMjU.png,"
Amber Kain was born on November 2, 1975 in New York, New York, USA. She is an actress, known for Mercy (1995), White Lies (1997) and One True Thing (1998).                "
275," Nicki Micheaux
",https://www.imdb.com/name/nm0584777/,Actress|Mercy,"https://m.media-amazon.com/images/M/MV5BZmVhMWY2NWUtODM0Zi00MmUxLWI3ZDgtNThjMjVjMzg5NGM0XkEyXkFqcGdeQXVyMjI1MjIwNg@@._V1_UY209_CR87,0,140,209_AL_.jpg","
In addition to her unforgettable performances in Six Feet Under (2001) and Soul Food (2000), Micheaux has held guest-starring and recurring roles on shows such as ER (1994),NYPD Blue (1993), The Practice (1997), and The District (2000). Micheaux's film credits include Ringmaster (1998), The ...                "
276," Maura Gale
",https://www.imdb.com/name/nm0301883/,Actress|The Shield,"https://m.media-amazon.com/images/M/MV5BNWE4YjdhNGUtNjlmYy00ODU2LWE0YTgtYmYxMjE4MjY4MWNmXkEyXkFqcGdeQXVyMjM1ODc1NDc@._V1_UY209_CR13,0,140,209_AL_.jpg","
Maura Gale is a Chicago native and a graduate of SIUC with a degree in Theatrical Broadcasting. Maura is a producer, actress, author and radio host of OMG! The Oh Maura Gale Radio show. Maura has recurred on the CW's Dynasty, Bounce TV's ""Saints and Sinners"" and is the Co Producer, Co Star of the ...                "
277," Rhonda Stubbins White
",https://www.imdb.com/name/nm0925367/,Actress|Saints & Sinners,https://m.media-amazon.com/images/S/sash/9FayPGLPcrscMjU.png,"
Rhonda Stubbins White was born on April 12, 1961 in Brooklyn, New York, USA. She was an actress, known for Rose's Turn (2017), Days of Our Lives (1965) and Laurel Avenue (1993). She died on December 6, 2021 in Los Angeles, California, USA.                "
278," Lynette DuPree
",https://www.imdb.com/name/nm0238944/,Actress|Rose's Turn,"https://m.media-amazon.com/images/M/MV5BZDdjMzVlNjQtMDAzNS00Yjc4LTg3YzgtM2MxOTkzOTE5ZTJiXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg","
Lynette DuPree is known for Desperate Housewives (2004), Zig Zag (2002) and Random Hearts (1999).                "
279," Candace Edwards
",https://www.imdb.com/name/nm0249860/,Actress|Desperate Housewives,"https://m.media-amazon.com/images/M/MV5BNjk0ODAyMTAtMGM1Zi00YTc4LWIxMDctNWI5N2QzY2FjYTI3XkEyXkFqcGdeQXVyNjg1MTY0MTg@._V1_UX140_CR0,0,140,209_AL_.jpg","
Candace Edwards was born in Richmond, VA. Later, she attended Beverly Hills High School, where she first got bitten by the acting bug with the late and incomparable acting teacher, John Ingle. She was later accepted to the prestigious Juilliard Drama School, Michael Kahn, artistic director. ...                "
280," Taja V. Simpson
",https://www.imdb.com/name/nm2406677/,Actress|CSI: Crime Scene Investigation,"https://m.media-amazon.com/images/M/MV5BMTc5ZjlkNDUtNDBmNC00MDVjLWI2YjYtMmE0N2Q4MGI3MDM1XkEyXkFqcGdeQXVyNDIzMjgyNzk@._V1_UX140_CR0,0,140,209_AL_.jpg","
Taja V. Simpson is a Louisiana native of West African and European decent and her colorful background allows her to constantly bring new characters to life. She fell in love with acting when she was seven years old when she and her cousins would 'play pretend'. They would watch movies, learn all ...                "
281," Rhonda Marie Alston
",https://www.imdb.com/name/nm1057812/,Actress|The Oval,"https://m.media-amazon.com/images/M/MV5BMjM2NTY2NDU3MV5BMl5BanBnXkFtZTgwMTgzMjQzMTE@._V1_UX140_CR0,0,140,209_AL_.jpg","
Rhonda Marie Alston was born and raised in Raleigh, North Carolina. She started taking ballet and tap classes at The Raleigh School of Dance Arts at the age of 3. At 14 she became a student at The North Carolina School of the Arts majoring in modern dance and theater. While working as a flight ...                "
282," Ananda Lewis
",https://www.imdb.com/name/nm1048225/,"Actress|Shake, Rattle and Roll: An American Love Story","https://m.media-amazon.com/images/M/MV5BMjAyOTAyNDk1OV5BMl5BanBnXkFtZTYwMTk0Nzkz._V1_UX140_CR0,0,140,209_AL_.jpg","
Ananda Lewis was born on March 21, 1973 in San Diego, California, USA. She is an actress and producer, known for On the Line (2001), Method & Red (2004) and Nora's Hair Salon II (2008).                "
283," Marci T. House
",https://www.imdb.com/name/nm0396685/,Actress|On the Line,"https://m.media-amazon.com/images/M/MV5BYjQ3NjQ3MDItYmNkMy00NjI1LTlhZmMtNjgwMmE1MGY0YzNhXkEyXkFqcGdeQXVyMTQ3MjYwNzY@._V1_UY209_CR3,0,140,209_AL_.jpg","
Marci T House was born in Chicago, the traditional, ancestral homeland of many Nations: the Three Fires Confederacy, comprising the Ojibwe, Odawa, and Bodewadmi Nations, as well as the Kiikaapoi, Peoria, Myaami, and Illiniwek/Illionois Nations. She began acting on stage at age seven, in community ...                "
284," Antoinette Robertson
",https://www.imdb.com/name/nm4024462/,Actress|The Big Year,"https://m.media-amazon.com/images/M/MV5BYmI2OTQ1MDYtNDQxYi00YzQwLWFkM2QtYzZjODMwMjQwMmUwXkEyXkFqcGdeQXVyMjQxNzE4NTM@._V1_UY209_CR34,0,140,209_AL_.jpg","
Antoinette Robertson is known for Dear White People (2017).                "
285," Anne-Marie Johnson
",https://www.imdb.com/name/nm0424509/,Actress|Dear White People,"https://m.media-amazon.com/images/M/MV5BMTQ4NTAyOTM4OV5BMl5BanBnXkFtZTgwODQ1OTIwMjE@._V1_UY209_CR13,0,140,209_AL_.jpg","
Anne-Marie Johnson was born on July 18, 1960 in Los Angeles, California, USA. Anne-Marie is an actor and producer, known for In the Heat of the Night (1988), Robot Jox (1989) and JAG (1995). Anne-Marie has been married to Martin Grey since January 1, 1996.                "
286," Karen Holness
",https://www.imdb.com/name/nm0392228/,Actress|In the Heat of the Night,"https://m.media-amazon.com/images/M/MV5BMTc5OTMxMTIzNl5BMl5BanBnXkFtZTcwMzc2MjE1Mw@@._V1_UX140_CR0,0,140,209_AL_.jpg","
Karen Holness is known for Torn: Dark Bullets (2020), Chicago (2002) and Blues Brothers 2000 (1998).                "
287," Ryan Michelle Bathe
",https://www.imdb.com/name/nm1313656/,Actress|Torn: Dark Bullets,"https://m.media-amazon.com/images/M/MV5BMTA4OTY0MzA1MjJeQTJeQWpwZ15BbWU4MDYxMjg3NTMy._V1_UY209_CR4,0,140,209_AL_.jpg","
Ryan Michelle Bathe was born on July 27, 1976 in St. Louis, Missouri, USA. She is an actress and producer, known for One for the Money (2012), Boston Legal (2004) and This Is Us (2016). She has been married to Sterling K. Brown since June 2007. They have two children.                "
288," Amandla Stenberg
",https://www.imdb.com/name/nm3964350/,Actress|One for the Money,"https://m.media-amazon.com/images/M/MV5BM2M1MjIwZDUtOWY0YS00ZTZjLWJiMDItNTU5ZTc3NWU3MzU5XkEyXkFqcGdeQXVyMjM0NjMyODE@._V1_UY209_CR14,0,140,209_AL_.jpg","
Named for the Zulu and Xhosa word for ""power,"" Amandla was born in Los Angeles, California, to Karen Brailsford, a writer, and Tom Stenberg, a businessman. Her mother is African-American and her father is Danish (and of part Inuit-Greenlandic ancestry).In the summer and fall of 2010, she shot her ...                "
289," Gina Torres
",https://www.imdb.com/name/nm0868659/,Actress|The Hate U Give,"https://m.media-amazon.com/images/M/MV5BMGEzNzg0YmUtNDEwZi00NGRkLWE2MGMtYWU0ZTY5YWNhNGNjXkEyXkFqcGdeQXVyNjU0ODA3OTg@._V1_UX140_CR0,0,140,209_AL_.jpg","
Gina was born in New York City and is youngest of three children in a close-knit Cuban American family. Attended New York City's High School of Music and Art She is a gifted mezzo soprano and was trained in opera and jazz and also sang in a gospel choir.                "
290," Yaya DaCosta
",https://www.imdb.com/name/nm1861624/,Actress|Serenity,"https://m.media-amazon.com/images/M/MV5BMTU5NDU1MzI1N15BMl5BanBnXkFtZTcwOTM2MzEzMQ@@._V1_UX140_CR0,0,140,209_AL_.jpg","
Yaya DaCosta was born and raised in New York City along with her sister and two brothers. She got her first acting gig at the age of eleven when her junior high school drama teacher, Ann Willis Ratray, encouraged her to audition for educational films. She continued to perform in school shows ...                "
291," Danielle Nicolet
",https://www.imdb.com/name/nm0630379/,Actress|The Butler,"https://m.media-amazon.com/images/M/MV5BYmRhMGI2MTAtNGQ3MC00MTk5LWExMGEtYjYyODRkNjE4ZWQ1XkEyXkFqcGdeQXVyMDE4NTY1Mw@@._V1_UY209_CR6,0,140,209_AL_.jpg","
Raised in a working-class Ohio town, Danielle Nicolet moved with her family to southern California to train in gymnastics. She competed through her teenage years, but finally admitted that acting was her dream. She has always played unpredictable characters, whether they be dramatic or comedic. ...                "
292," Marsha Thomason
",https://www.imdb.com/name/nm0859720/,Actress|Central Intelligence,"https://m.media-amazon.com/images/M/MV5BMTAwOTQ0OTAxNDdeQTJeQWpwZ15BbWU3MDYwODQ4NTg@._V1_UX140_CR0,0,140,209_AL_.jpg","
Marsha Thomason is a British television and film actress who is known for playing Sara Evers in Disney's The Haunted Mansion, Naomi Dorrit on the ABC series Lost, FBI agent Diana Berrigan on the USA Network series White Collar, Francine Bridge on Sky's Cobra and DS Jenn Townsend in ITV crime series...                "
293," Aunjanue Ellis
",https://www.imdb.com/name/nm0254712/,Actress|White Collar,"https://m.media-amazon.com/images/M/MV5BMTg2Mzk4NjQ3NF5BMl5BanBnXkFtZTYwMjE5MjIz._V1_UY209_CR0,0,140,209_AL_.jpg","
Aunjanue Ellis was born in San Francisco, California. She graduated from the Brown University, and later attended New York University's Tisch School of the Arts.During her career, Ellis performed on Off-Broadway theater, appeared in many film, and had roles on television. In film, she is best known...                "
294," Salli Richardson-Whitfield
",https://www.imdb.com/name/nm0724757/,Actress|King Richard,"https://m.media-amazon.com/images/M/MV5BMjE2OTcxMDIwN15BMl5BanBnXkFtZTYwNTUzOTQ1._V1_UY209_CR9,0,140,209_AL_.jpg","
Salli Richardson-Whitfield is a 30 year industry veteran. She has been featured in over 20 major motion pictures and has starred opposite a number of Hollywood's top actors, including Samuel L. Jackson in THE GREAT WHITE HYPE, Denzel Washington in ANTWONE FISHER, and Will Smith in I AM LEGEND. On ...                "
295," Tamara Taylor
",https://www.imdb.com/name/nm0853231/,Actress|Anacondas: The Hunt for the Blood Orchid,"https://m.media-amazon.com/images/M/MV5BZjllYTljMjItNjdmYS00NzM5LWI3YjctNDI5ZmZiNzA4NGE4XkEyXkFqcGdeQXVyODg1MzE3MTQ@._V1_UY209_CR50,0,140,209_AL_.jpg","
Tamara Taylor's career took off when she landed a series regular role on Fox's Party of Five (1994). Since then she has appeared in Steven Bochco's City of Angels (2000), Hidden Hills (2002), Lost (2004), Numb3rs (2005), CSI: Miami (2002), NCIS: Naval Criminal Investigative Service (2003), and ...                "
296," Sophina Brown
",https://www.imdb.com/name/nm1330166/,Actress|Bones,"https://m.media-amazon.com/images/M/MV5BODU5MGU0M2ItMjQ5MC00MzRkLThhMDEtNWJjNzRhZDhhMjFjXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg","
Sophina Brown was born on September 18, 1976 in Saginaw, Michigan, USA. She is an actress, known for Because I Said So (2007), Shark (2006) and Numb3rs (2005). She has been married to Henry Simmons since May 2010.                "
297," Logan Browning
",https://www.imdb.com/name/nm2503064/,Actress|Because I Said So,"https://m.media-amazon.com/images/M/MV5BNjdlOTI2Y2MtY2QyOS00ZmI1LWI0ZjEtODA2OWRkNTBhMTcwXkEyXkFqcGdeQXVyMTM4NDc2NzA@._V1_UY209_CR54,0,140,209_AL_.jpg","
Logan Browning was born on June 9, 1989 in Atlanta, Georgia, USA. She is an actress and director, known for The Perfection (2018), Bratz (2007) and Powers (2015).                "
298," Kandyse McClure
",https://www.imdb.com/name/nm0565973/,Actress|The Perfection,"https://m.media-amazon.com/images/M/MV5BMTg5ODUyNzk3Nl5BMl5BanBnXkFtZTgwOTU4MDU0NzE@._V1_UX140_CR0,0,140,209_AL_.jpg","
Kandyse McClure is a Canadian actress born on March 22, 1980 in Durban in South Africa. She graduated from West Vancouver Secondary School in 1998. She is an actress, known for main roles in TV series Battlestar Galactica (2004), Hemlock Grove (2013), and from the movies Carrie (2002) and Seventh ...                "
299," N'Bushe Wright
",https://www.imdb.com/name/nm0942668/,Actress|Battlestar Galactica,"https://m.media-amazon.com/images/M/MV5BMTgxNzUxMDY3N15BMl5BanBnXkFtZTYwNTIxNTMz._V1_UX140_CR0,0,140,209_AL_.jpg","
Beautiful N'Bushe Wright started out as a dancer, trained at the prestigious Alvin Ailey Dance Center and the Martha Graham School of Dance, but then switched to acting, enrolling at Stella Adler's studio. Within a year, Wright was starring in Anthony Drazan's Zebrahead (1992). That year, she won ...                "
