Author,BookTitle,Date,PriceAPaperback,PriceBkindle,Ratings,SummaryAuthor,XcoverPicture
,  A Glimmer in the Darkness: Book One ,"   January 21, 2023 ", 11.00 ,,1 rating,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Michael R. Miller,  Defiant (Songs of Chaos Book 3) ,  Kindle Edition , 6.99 ,,,,
John Wyndham,  The Day of the Triffids ,  Kindle Edition , 9.99 ," 6.83 , 24.93 , 24.99 ","2,902 ",,
"Victor Pelevin,Andrew Bromfield","  Omon Ra, Cover may vary ","   February 17, 1998 ", 14.95 ," 9.99 , 40.49 ",145 ,"""And in its final moments, about what happens when this poor boy actually finds himself rocketing toward the moon, are surely the most memorable passages I read this year."", ― ,Dwight Garner, ,New York Newsday,""A freshly jaundiced view of a distorted world."", ― ,The New York Times,""Pelevin is a master absurdist, a brilliant satirist of all things Soviet, but also of things human: our corruptible dreams, petty squabbles, half-assed inventions and, above all, our tendency to allow the purer parts of our nature to be co-opted."", ― ,Spin,Victor Pelevin, is one of Russia’s most successful post-Soviet writers. He won the Russian Booker prize in 1993 Born on November 22, 1962 in Moscow, he attended the Moscow Institute of Power Engineering, and the Institute of Literature. He’s now been published throughout Europe. His books include ,A Werewolf Problem in Central Russia, Omon Ra,, ,The Blue Lantern,, ,The Yellow Arrow,, and ,The Hall of the Singing Caryatids,.,Born in Yorkshire, England, ,Andrew Bromfield, is a translator of Russian literature and an editor and co-founder of the literary journal Glas.",https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
AWE Publishing,"  My Dog Champ Preschool Math Workbook for Toddlers: Learning Resources Activities for Kindergarten, Preschoolers, Kids 3-5 years old (My Dog Champ Activity Workbook Series) ","   January 31, 2022 ", 9.99 ,,38 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
," Son of the Poison Rose: Kagen the Damned, Book 2 ", ,," 12.99 , 18.99 ",74 ,,
Zigzag English,"  40 Intermediate Business English Dialogues: Business English Conversation, English at Work - B1, B2 ","   January 1, 2023 ", 15.95 , 9.95 ,,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Rifujin na Magonote,  Mushoku Tensei: Jobless Reincarnation (Light Novel) Vol. 21 ,  Kindle Edition , 9.99 , 12.59 ,,"Rifujin na Magonote, is a Japanese writer best known as the author of the light novel and manga series ,Mushoku Tensei: Jobless Reincarnation.,Shirotaka, is a Japanese artist best known for the illustrations in the light novel series ,Mushoku Tensei: Jobless Reincarnation.,--This text refers to the , edition.",
Brian  O'Raleigh,  Passage to Inis Mór: Could a Legend Save a Life? ,  Kindle Edition ,," 29.99 , 18.42 ","1,722 ",,
Erik Zidowecki,  Dual Language Word Searches - English - Swedish - Volume 1 ,"   April 17, 2020 ", 9.99 ,,2 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
,  I Can Write! Pre-school and K Writing Practice Workbook: Handwriting practice for children (Learn with Me!) ,"   November 4, 2022 ", 6.99 ,,,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
," The Time of Contempt: The Witcher, Book 2 ", ,," 9.99 , 24.99 , 13.99 , 31.70 ","10,964 ",,
J. R. R. Tolkien,  Pictures by J.R.R. Tolkien ,"  Hardcover – November 16, 2021 ", 18.04 ,,935 ,,
"J.N. Chaney,M.F. Lerma",  Deracine Sun (Slip Runner Book 5) ,  Kindle Edition , 5.99 ,,,,
Jacqueline Holland,  The God of Endings: A Novel ,"  Hardcover – March 7, 2023 ", 24.89 , 14.99 ,2 ,"Jacqueline Holland ,holds an MFA from the University of Kansas. Her work has appeared in ,Hotel Amerika, and, Big Fiction magazine,, among others. She lives in the Twin Cities with her husband and two sons. ,The God of Endings ,is her first novel.",https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Sean Platt,  The Island ,  Kindle Edition , 0.00 ,,29 ,,
Erik Zidowecki,  Dual Language Word Searches - English - Dutch - Volume 1 ,"   April 16, 2020 ", 9.99 ,,,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
,"  Apparently, Disillusioned Adventurers Will Save the World, Vol. 2 (light novel): The Lovely Paladin (Apparently, Disillusioned Adventurers Will Save the World (light novel)) ",  Kindle Edition , 8.99 , 15.00 ,,,
Alissa Noel Grey,"  The Healthy College Cookbook: Quick, Cheap and Easy Meals for Students Who are New to the Kitchen: Healthy, Budget-Friendly Recipes for Every Student (Healthy Eating Made Easy) ","   August 6, 2019 ", 8.99 ,,15 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
J.R.R. Tolkien,  The Hobbit And The Lord Of The Rings: Deluxe Pocket Boxed Set ,"  Hardcover – Box set, January 1, 2014 ", 34.98 ,,"10,895 ","J.R.R. TOLKIEN (1892–1973) is the creator of Middle-earth and author of such classic and extraordinary works of fiction as ,The Hobbit, The Lord of the Rings,, and ,The Silmarillion., His books have been translated into more than fifty languages and have sold many millions of copies worldwide.",
Max Brooks,  World War Z: An Oral History of the Zombie War ,"   October 16, 2007 ", 12.21 ," 27.99 , 14.99 ","3,513 ",,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Tad Williams,  The Navigator's Children (Last King of Osten Ard Book 4) ,  Kindle Edition , 14.99 , 30.00 ,,"Praise for the world of Osten Ard,“Inspired me to write my own seven-book trilogy.... It’s ,one of my favorite fantasy series,.” —George R. R. Martin, ,New York Times,-bestselling author of ,A Song of Ice and Fire, ,“,Groundbreaking,.... Changed how people thought of the genre, and paved the way for so much modern fantasy. Including mine.” —Patrick Rothfuss, ,New York Times,-bestselling author of ,The Name of the Wind, ,""Tad Williams is ,a master storyteller,, and the Osten Ard books are his masterpiece. Williams’ return to Osten Ard is every bit as compelling, deep, and fully-rendered as the first trilogy, and he continues to write with the experience and polish of an author at the top of his game."" —Brandon Sanderson, ,New York Times,-bestselling author of ,Mistborn,“,Memory, Sorrow, and Thorn, is ,one of the great fantasy epics of all time,.”,—Christopher Paolini, New York Times bestselling author of ,Eragon, ,""Building upon the revered history of Memory, Sorrow, and Thorn, Williams has outdone himself by penning a 700-plus page novel that is virtually un-put-down-able.... Williams’ grand-scale storytelling mastery is on full display here. Not just utterly readable—,an instant fantasy classic,."" —,Kirkus Reviews, (starred), ,“Panoramic, vigorous, often moving.... Williams adroitly weaves together the tales...heralding ,a suitably epic and glorious conclusion,.” —,Publishers Weekly, ,“Highly Recommended. [Williams] draws on many mythologies for the background of his fantasy epic...story spiced with ,political intrigue and strong appealing heroes,.” —,Library Journal, ,“,A grand fantasy, on a scale approaching Tolkien's The Lord of the Rings.” —,Cincinnati Post,--This text refers to an alternate , edition.,Tad Williams, is a fantasy superstar. His genre-creating (and genre-busting) books have sold tens of millions of copies worldwide. His considerable output of epic fantasy and epic science fiction series, fantastical stories of all kinds, urban fantasy novels, comics, scripts, etc., have strongly influenced a generation of writers.,--This text refers to an alternate , edition.",
Adrian Tchaikovsky,  Lords of Uncreation (The Final Architecture Book 3) ,  Kindle Edition , 14.99 , 26.10 ,,"Praise for The Final Architecture: , ""Tchaikovsky’s artistry is focusing on a few key, well-wrought characters facing impossible odds in keeping Idris safe while allied races turn against each other. This is space opera on the grand scale of Alastair Reynolds and Stephen R. Donaldson, leavened by humor and remarkable world building."" —,Booklist, (starred review) on ,Eyes of the Void , ""Tchaikovsky again shines with his suspenseful second Final Architecture space opera (after ,Shards of Earth,)....Tchaikovsky’s intelligent worldbuilding captures the essence of classic space opera, with an intricate plot that whisks readers along on a humorous, sometimes convoluted, but always memorable adventure. Series fans will be eager for more."" —,Publishers Weekly ,on ,Eyes of the Void, “Enthralling, epic, immersive, and hugely intelligent.” —,Stephen Baxter on ,Shards of Earth, “Adrian Tchaikovsky: king of the spiders, master worldbuilder, and asker of intriguing questions. His books are packed with thought-provoking ideas (as well as lots of spiders; did I mention the spiders?). One of the most interesting and accomplished writers in speculative fiction.” —,Christopher Paolini on ,Shards of Earth, “Adrian Tchaikovsky’s ,Shards of Earth, is one of the most stunning space operas I’ve read this year....Tchaikovsky’s world building is on glorious display as he throws all manner of spaceships, creepy aliens and strange technology into a delicious sci-fi soup. It’s dense, it’s funny, it’s exciting, it’s touching and it’s perfect for someone looking for a space opera built on a grand scale.” —,BookPage, (starred review) , “Dazzlingly suspenseful...Tchaikovsky’s intricately constructed world is vast yet sturdy enough to cradle inventive science, unique aliens, and complex political machinations. With a mix of lively fight scenes, friendly banter, and high-stakes intrigue, this is space opera at its best.” —,Publishers Weekly, (starred review) on ,Shards of Earth, “Tchaikovsky writes space opera on a grand scale, creating a massive, complex, vividly realized future environment...He guides the reader through this endlessly intriguing universe with a rock-steady sure hand. Fans of space opera should leave the book in breathless anticipation of the second installment in the trilogy.” —,Booklist ,on ,Shards of Earth,--This text refers to the , edition.,--This text refers to the , edition.",
Erik Zidowecki,  Dual Language Word Searches - English - Danish - Volume 1 ,"   April 18, 2020 ", 9.99 ,,,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Erik Zidowecki,  Dual Language Word Searches - English - Spanish ,"   April 3, 2020 ", 9.99 ,,4 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
, The Institute: A Novel , ,," 9.99 , 18.29 , 13.79 , 8.24 , 49.12 ","36,031 ",,
,  Critical Role: The Mighty Nein Coloring Book ,"   Coloring Book, June 27, 2023 ", 19.99 ,,,,
, When Women Were Dragons: A Novel , ,," 13.99 , 21.99 , 16.74 ","1,641 ",,
, Dirk Gently's Holistic Detective Agency , ,," 8.99 , 12.99 , 1.53 ","3,740 ",,
, Micro: A Novel , ,," 9.49 , 19.71 , 16.99 , 9.99 , 19.99 ","2,314 ",,
,"  Korean For Everyone - Complete Self-Study Program : Beginner Level: Pronunciation, Writing, Korean Alphabet, Spelling, Vocabulary, Practice Quiz With Audio Files (Beginner Korean) ","   April 1, 2021 ", 16.83 , 12.43 ,172 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
, Cloud Atlas: A Novel , ,," 14.99 , 13.49 , 11.99 , 3.85 ","6,173 ",,
Fandom Media,"  Let's Speak Korean: Learn Over 1,400+ Expressions Quickly and Easily With Pronunciation & Grammar Guide Marks - Just Listen, Repeat, and Learn! (Beginner Korean) ",  Illustrated Edition , 9.88 - 14.60 , 9.34 ,"2,554 ",,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
,"  Monstress, Volume 7: Devourer ","   September 13, 2022 ", 15.29 , 13.99 ,221 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
,"  Teenage Mutant Ninja Turtles: Saturday Morning Adventures, Vol. 1 (Teenage Mutant Ninja Turtles, 1) ","   June 27, 2023 ", 14.99 ,,,"Erik Burnham, is a Minnesotan writer and artist that first broke into comics by way of the ,Nick Landime, feature from Shooting Star Comics. This led first to other anthologies and then work for IDW Publishing, including his critically acclaimed work on the ,Ghostbusters, line of comic books and, currently, ,Teenage Mutant Ninja Turtles.,Erik's been fortunate to work with many companies in the last few years, including Cryptozoic, Dynamite, IDW, Insight Editions, Marvel, and Panini on properties such as ,Godzilla, GI Joe, Ghostbusters, TMNT, Scarlet Spider, New Warriors, ,and, Red Sonja,--with more on the way (which is good news, because he loves his work.) Erik still lives in Minnesota; any rumors about this being because he's completely afraid of the forty-nine other states (and Canada) remain unverified at this time.",
AK Faulkner,  Jack of Thorns (Inheritance Book 1) ,  Kindle Edition , 0.00 , 16.30 ,355 ,"""Effortlessly handling weighty issues of addiction, class, and sexuality, Faulkner keeps her heady mythology grounded in reality and lays a promising foundation for future installments. Readers will be eager for the next in the series.."" ,- Publishers Weekly, Starred Review,""Striking prose and characters make this opening fantasy installment worthwhile."" ,- Kirkus Recommended,""Faulkner's lustrous passages turn basic scenery into beautiful imagery."" ,- Kirkus Recommended,""Faulkner's first series installment offers a commendable introduction to his characters."" ,- Kirkus Recommended,""As potent and enchanting as a flower, Jack of Thorns is a seductive novel that weaves together elements of romance, pagan spirituality, family trauma, and magic."" ,- Foreword Clarion Review, 5out of 5,""From its first page, Jack of Thorns is compelling and dramatic."" ,- Foreword Clarion Review, 5 out of 5,""Jack of Thorns is a seductive novel that weaves together elements of romance, pagan spirituality, family trauma, and magic. It's as potent and enchanting as a flower from Laurence's greenhouse: aromatic and beautiful, with tender thorns."" ,-Foreword Clarion Review, 5 out of 5,""Author AK Faulkner thrusts together two deliciously flawed main characters (a former heroin addict and a mysterious member of British nobility), then weaves an empowering plot of destiny, inheritance, and self-improvement--all while letting the reader languor in the glow of a glorious slow burn romance."" ,- IndieReader Approved,""Laurence and Quentin learn to harness their inner power, stand up to bullies, and overcome past mistakes. The slow development of their romance combined with the thrill of battling a runaway god will keep readers flipping pages well past the point where they probably should have gone to bed."" ,- IndieReader Approved,""Written in an easy-to-read, conversational style, the story is first rate."" ,- BlueInk Starred Review",
,  How To Become a Translator: Your Step-By-Step Guide To Becoming a Translator ,"   August 22, 2016 ", 19.99 ," 9.99 , 29.99 ",5 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Lingo Mastery,  Learn English With Cartoons: A Fun Vocabulary Builder Workbook ,"   June 9, 2021 ", 13.90 ,,116 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Eric Vall,  Time Pirate ,  Kindle Edition ,,,73 ,,
,  Barb and the Battle for Bailiwick (3) (Barb the Last Berzerker) ,"  Hardcover – August 22, 2023 ", 13.99 , 9.99 ,,"For the past ten years, award-winning duo Dan Abdo and Jason Patterson have developed numerous animated campaigns, network TV and web series, and critically acclaimed commercial work. Their extensive portfolio has garnered them industry wide recognition, while their humorous sensibility and diverse skill set has landed them jobs for top global brands. Dan and Jason have set up properties at Twentieth Century Fox, Disney, and Nickelodeon as well as a feature animated film through Paramount Pictures. The well-versed storytellers have developed original content for a wide variety of platforms, including print (,Nickelodeon Comics,, ,The New Yorker,), theater (Pilobolus), and digital.",
Maci Aurora,  In the Shadow of a Wish: A fairytale reimagining with spice (Fareview Fairytales Book 1) ,  Kindle Edition ,, 15.99 ,40 ,,
Sarah Addison Allen,  Other Birds: A Novel ,"  Hardcover – August 30, 2022 ", 13.00 ," 14.99 , 18.00 , 25.49 ","3,353 ","SARAH ADDISON ALLEN is the ,New York Times, bestselling author of ,Garden Spells, The Sugar Queen, The Girl Who Chased the Moon, ,The Peach Keeper,, ,Lost Lake, First Frost ,and ,Other Birds. ,She was born and raised in Asheville, North Carolina.",https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
, Remarkably Bright Creatures: A Novel , ,," 14.99 , 17.53 , 15.19 , 33.27 ","15,988 ",,
C. S. Lewis,  Of Other Worlds: Essays and Stories ,"   Deckle Edge, February 14, 2017 ", 13.95 , 12.99 ,82 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
, The Blade Itself , ,," 9.99 , 20.91 , 12.99 , 35.66 ","10,497 ",,
Erik Zidowecki,  Dual Language Word Searches - English - Portuguese - Volume 1 ,"   April 12, 2020 ", 9.99 ,,1 rating,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
, Dungeons & Dragons: Honor Among Thieves: The Road to Neverwinter , ,," 14.99 , 24.99 ",,,
Erik Zidowecki,  Dual Language Word Searches - English - Norwegian - Volume 1 ,"   April 18, 2020 ", 9.99 ,,,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Whitney La Rocca,  Patterns of Power en español: Inviting Bilingual Writers into the Conventions of Spanish ,, 64.00 ,,31 ,"Jeff Anderson, -- For nearly thirty years, Jeff has inspired writers and teachers of grades 1-10 with the power and joy of the writing process. He has written five books for Stenhouse Publishers. He also writes middle-grade novels.,Whitney La Rocca, is an elementary literacy coach and has spent over 20 years working with young readers and writers. She enjoys delivering professional development and coaching teachers in best practices to empower children to create their identities in the world of literacy. ",
Erik Zidowecki,  Dual Language Word Searches - English - Finnish - Volume 1 ,"   April 17, 2020 ", 4.64 ,,2 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Arthur C. Clarke,  Rendezvous with Rama ,  Kindle Edition , 7.99 ," 15.99 , 9.99 ","5,918 ",,
,  Dr. Jekyll and Mr. Hyde - the Original 1886 Classic (Reader's Library Classics) ,"   February 5, 2022 ", 5.99 ," 1.99 , 17.99 ",400 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Sam Hamm,  Batman '89 ,"  Hardcover – August 30, 2022 ", 17.49 , 14.74 ,490 ,"Sam Hamm is an American screenwriter known for the movies ,Batman, and its sequel ,Batman Returns,. He wrote a story in ,Detective Comics, for Batman's 50th anniversary ""Batman: Blind Justice"", and is now back at DC to pull on a number of threads left dangling in ,Batman '89,.",https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Mark Twain,  A Connecticut Yankee in King Arthur's Court ,"  Mass Market  November 2, 2004 ", 5.95 ," 4.27 , 18.00 , 4.99 - 5.60 , 6.84 , 15.50 ","1,720 ",,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
,  Slaughterhouse-Five (Turtleback Binding Edition) ,"  Hardcover – November 3, 1991 ", 13.79 ,,500 ,,
Sue Harrison,  The Midwife's Touch ,"  Hardcover – February 7, 2023 ", 14.99 ," 11.99 , 18.99 ",,"Sue Harrison grew up in Michigan’s Upper Peninsula and graduated summa cum laude from Lake Superior State University with a bachelor of arts degree in English language and literature. At age twenty-seven, inspired by the forest that surrounded her home, and the outdoor survival skills she had learned from her father and her husband, Harrison began researching the people who understood best how to live in a harsh environment: the North American native peoples. She studied six Native American languages and completed extensive research on culture, geography, archaeology, and anthropology during the nine years she spent writing her first novel, ,Mother Earth, Father Sky,. An international bestseller and selected by the American Library Association as one of the Best Books for Young Adults in 1991, ,Mother Earth, Father Sky ,is the first novel in Harrison’s critically acclaimed Ivory Carver Trilogy, which includes ,My Sister the Moon, and ,Brother Wind,. She is the author of the Storyteller Trilogy, also set in prehistoric North America. Her novels have been translated into thirteen languages and published in more than twenty countries. Harrison lives with her family in Michigan.",
,  Pathfinder Kingmaker Adventure Path (P2) ,"  Hardcover – November 8, 2022 ", 83.99 ,,30 ,,
,  Indo-European Cognate Dictionary ,"   March 28, 2018 ", 18.75 ," 7.99 , 28.93 - 28.95 ",114 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Breanne Randall,  The Unfortunate Side Effects of Heartbreak and Magic: A Novel ,"   September 5, 2023 ", 17.09 , 13.99 ,,"Breanne Randall, lives in the sleepy foothills of Northern California with her husband, two daughters, and a slew of farm animals. When she’s not writing, you can find her wandering the property searching for fairy portals or serving elaborate stuffed animal tea parties.",
Erik Zidowecki,  Dual Language Word Searches - English - Italian ,"   February 18, 2020 ", 9.99 ,,2 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
,  Thomas's Fears and Hopes: Short Stories in Plain Spoken Italian Bilingual for speakers of English Pre-intermediate Level (Graded Italian Readers) ,"   July 19, 2018 ", 14.99 ,,,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Heather C. McCombs,  LEED Green Associate Exam™ Preparation Guide ,  1st Edition , 110.00 ,,112 ,,
,  Lost in Space Technical Handbook ,"   January 13, 2023 ", 39.95 ,,1 rating,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Rebecca Thorne,  Can't Spell Treason Without Tea: A Cozy Fantasy Steeped with Love (Tomes & Tea Cozy Fantasies) ,"   September 11, 2022 ", 13.49 ,,658 ,"Rebecca Thorne is an author of all things fantasy, sci-fi, and romantic. She thrives on deadlines, averages 2,700 words a day, and tries to write at least 2 books a year. (She also might be a little hyper-focused ADHD.) When she's not writing or avoiding writing, Rebecca can be found traveling the country as a flight attendant, or doing her best impression of a granola-girl hermit with her two dogs.",https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Jack Porter,  Jungle King: The Complete Trilogy ,  Kindle Edition ,,,3 ,,
Nicole Platania,  The Curse of Ophelia ,"   February 7, 2023 ", 16.99 , 6.99 ,,,
Alyssa Wees,  Nocturne: A Novel ,"  Hardcover – February 21, 2023 ", 23.99 , 13.99 ,,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
,  Pathfinder Kingmaker Companion Guide (P2) ,"  Hardcover – November 8, 2022 ", 39.99 ,,14 ,,
, The Moon Is a Harsh Mistress , ,," 14.99 , 16.80 , 15.99 , 5.67 , 19.78 ","4,031 ",,
,  Divided Skies ,"   January 23, 2023 ", 13.99 ,,,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Erik Zidowecki,  Dual Language Word Searches - English - Catalan - Volume 1 ,"   April 19, 2020 ", 4.03 ,,,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
John Bunyan,"  Pilgrim’s Progress (Bunyan): Updated, Modern English. More than 100 Illustrations. Parts 1 & 2 (Christiana's Journey) ","   Illustrated, January 15, 2015 ", 14.29 ," 0.00 , 19.87 ","5,298 ","Bonus - Includes Part II,John Bunyan was born November 1628, in Elstow, England. A celebrated English minister and preacher, he wrote ,The Pilgrim's Progress, (1678), the book that was the most characteristic expression of the Puritan religious outlook. His other works include doctrinal and controversial writings; a spiritual autobiography, ,Grace Abounding, (1666); and the allegory ,The Holy War, (1682).",https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Kevin Lee,  Lee’s Excellent English Basic Sentences - Thai Edition (Lee’s Excellent English Books - Thai Edition) ,"   December 20, 2021 ", 14.00 ,,,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Esperoart Designs,  The Big Book of Letter Tracing and Other Fun Activities: Handwriting Practice Workbook with Coloring Pages and Engaging Activities for Preschoolers ,"   August 6, 2022 ", 10.99 ,,3 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
"Angela Dalton,Lauren Semmer",  To Boldly Go: How Nichelle Nichols and Star Trek Helped Advance Civil Rights ,"  Hardcover – Picture Book, January 17, 2023 ", 18.99 , 12.99 ,2 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Homer,  Iliad & Odyssey (Leather-bound Classics) ,"  Leather Bound – November 1, 2011 ", 16.39 ," 0.99 , 9.60 ","3,047 ","Homer is a legendary ancient Greek poet, traditionally said to be the author of the two great epics of Greek history: the Iliad and the Odyssey. Both books are considered landmarks in human literature, and Homer is therefore often cited as the starting point of Western literary and historical tradition.,University of Pennsylvania,: ,M.A.,, ,Ph.D., Graduate Group in Ancient History. Dissertation Title: “The Origins of Aphrodite.” 1991–2000, , ,Samuel Butler, (1835–1902) was an English novelist, translator, and artist. He is best known for his novel ,The Way of All Flesh, and his translations of Homer’s ,Iliad, and ,Odyssey,.",https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
," Lucky Charm: Spellbound Paranormal Cozy Mystery Series, Book 4 ", ,," 10.99 , 23.99 ",890 ,,
Marc Okrand,  The Klingon Dictionary (Star Trek) ,"   January 1, 1992 ", 12.39 , 12.99 ,"1,050 ","The Klingon Dictionary, is the first comprehensive sourcebook for Klingon language and syntax, including fundamental rules of grammar as well as words and expressions that illustrate the complex nature of Klingon culture. It features a precise pronunciation guide, rules for proper use of affixes and suffixes, and a small phrasebook with Klingon translations for essential expressions such as ""Activate the transport beam,"" ""Always trust your instincts,"" and the ever-popular ""Surrender or die!"",Marc Okrand is a linguist who created the Klingon language heard in several ,Star Trek ,films and television series. He is the author of three books.",https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
, Ninth House , ,," 24.99 , 13.99 , 10.99 , 44.99 ","11,313 ",,
Lily Harper Hart,  Imaginary Fiends (A Return to Magic Cozy Mystery Book 3) ,  Kindle Edition , 4.99 ,,,,
Ryan Johnson,  Fearlessly Fluent Fast: Learn Your Next Language Fast Like A Kid!: 7 Simple Neuro-Linguistic Hacks to Speak your Foreign Language in 3 Months Use Everyday Activities & Build Fluency Fast Like Children ,"   December 25, 2022 ", 14.99 , 23.99 ,22 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
, Second Foundation , ,," 7.99 , 33.32 , 10.39 , 7.99 ","6,206 ",,
, The Final Day , ,," 9.99 , 18.99 , 9.99 , 23.72 ","4,373 ",,
Ralph Castle,"  The Memory Bible: 4 Books in 1: Radically Improve Your Reading Speed, Learning Skill and Memory Power in 48 HOURS OR LESS! (Memory Improvement) ","   August 29, 2018 ", 19.74 , 4.99 ,7 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Oneserve Publishers,"  Composition Notebook: Ocean College Ruled Composition Notebook Journal for Home College Office Work 100 Pages (7.5"" x 9.75"") ","   November 12, 2022 ", 5.97 ,,,,
,  Easy Spanish Phrase Book NEW EDITION: Over 700 Phrases for Everyday Use (Dover Language Guides Spanish) ,"   March 21, 2013 ", 5.00 , 3.79 ,"6,910 ","Pablo Garcia-Loaeza is an Assistant Professor of Spanish at West Virginia University, where he specializes in Latin American literature and culture. He is the author of four other Dover Spanish Language titles.",https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Max Porter,  Grief Is the Thing with Feathers: A Novel ,"   June 7, 2016 ", 11.89 ," 9.99 , 19.89 , 13.37 ","1,637 ",,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
, Of Claws and Fangs: Stories from the World of Jane Yellowrock and Soulwood , ,," 11.99 , 14.98 ","1,172 ",,
Ling Ma,  Bliss Montage: Stories ,"  Hardcover – September 13, 2022 ", 22.49 ," 13.99 , 17.00 ",147 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Jeff VanderMeer,"  Annihilation: A Novel (The Southern Reach Trilogy, 1) ","   February 4, 2014 ", 11.69 ," 9.99 , 62.28 , 23.72 ","6,968 ",,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
